sentence_id,sentence,obj1_shape,obj1_colour,obj1_size,relation,obj2_shape,obj2_colour,obj2_size,template_id
508,there is a small green cube below a medium red hexagon,cube,green,small,below,hexagon,red,medium,2
509,there is a large purple triangle to the right of a medium purple cube,triangle,purple,large,to the right of,cube,purple,medium,2
510,one medium brown rectangle is to the right of one small green pentagon,rectangle,brown,medium,to the right of,pentagon,green,small,3
511,there is a medium red triangle above a large brown square,triangle,red,medium,above,square,brown,large,2
512,a medium rectangle is above a medium rectangle,rectangle,grey,medium,above,rectangle,grey,medium,5
513,there is a large blue circle to the right of a medium red cube,circle,blue,large,to the right of,cube,red,medium,2
514,a small cylinder is inside a small oval,cylinder,pink,small,inside,oval,green,small,5
515,a red cube is to the right of a blue square,cube,red,medium,to the right of,square,blue,small,4
516,there is a large blue rectangle to the right of a medium orange cylinder,rectangle,blue,large,to the right of,cylinder,orange,medium,2
517,a medium pink cube is positioned next to a small grey square,cube,pink,medium,next to,square,grey,small,6
518,a medium pink sphere is positioned inside a medium purple oval,sphere,pink,medium,inside,oval,purple,medium,6
519,a small yellow circle is positioned above a medium yellow circle,circle,yellow,small,above,circle,yellow,medium,6
520,a small purple hexagon is positioned below a large red square,hexagon,purple,small,below,square,red,large,6
521,there is a large purple triangle inside a small grey hexagon,triangle,purple,large,inside,hexagon,grey,small,2
522,there is a large brown square to the right of a large orange square,square,brown,large,to the right of,square,orange,large,2
523,a red pentagon is to the left of a red cylinder,pentagon,red,large,to the left of,cylinder,red,large,4
524,a large rectangle is to the left of a large pentagon,rectangle,orange,large,to the left of,pentagon,purple,large,5
525,a brown cylinder is inside a pink cylinder,cylinder,brown,large,inside,cylinder,pink,large,4
526,one large blue cylinder is inside one small brown hexagon,cylinder,blue,large,inside,hexagon,brown,small,3
527,one medium yellow circle is to the right of one medium red cube,circle,yellow,medium,to the right of,cube,red,medium,3
528,one medium grey circle is next to one large yellow rectangle,circle,grey,medium,next to,rectangle,yellow,large,3
529,there is a large grey triangle to the left of a large purple pentagon,triangle,grey,large,to the left of,pentagon,purple,large,2
530,there is a medium purple oval to the right of a small brown sphere,oval,purple,medium,to the right of,sphere,brown,small,2
531,a large cube is above a medium square,cube,yellow,large,above,square,red,medium,5
532,a small sphere is above a small cube,sphere,pink,small,above,cube,green,small,5
533,a large red triangle is positioned inside a medium red rectangle,triangle,red,large,inside,rectangle,red,medium,6
534,a small pentagon is to the right of a medium pentagon,pentagon,blue,small,to the right of,pentagon,purple,medium,5
535,a grey pentagon is to the left of a green triangle,pentagon,grey,large,to the left of,triangle,green,large,4
536,a green sphere is below a purple oval,sphere,green,small,below,oval,purple,medium,4
537,there is a small blue rectangle next to a large grey circle,rectangle,blue,small,next to,circle,grey,large,2
538,a large orange oval is next to a medium pink pentagon,oval,orange,large,next to,pentagon,pink,medium,1
539,a large grey circle is to the left of a medium green sphere,circle,grey,large,to the left of,sphere,green,medium,1
540,a brown square is to the left of a green triangle,square,brown,medium,to the left of,triangle,green,medium,4
541,a large blue cylinder is positioned to the left of a small orange square,cylinder,blue,large,to the left of,square,orange,small,6
542,a medium hexagon is above a large pentagon,hexagon,pink,medium,above,pentagon,pink,large,5
543,a yellow square is inside a purple oval,square,yellow,small,inside,oval,purple,large,4
544,a small pentagon is inside a medium square,pentagon,pink,small,inside,square,pink,medium,5
545,there is a medium grey cube next to a small pink circle,cube,grey,medium,next to,circle,pink,small,2
546,a small cylinder is above a small sphere,cylinder,grey,small,above,sphere,orange,small,5
547,a large purple cube is above a large pink pentagon,cube,purple,large,above,pentagon,pink,large,1
548,one medium purple pentagon is inside one medium yellow circle,pentagon,purple,medium,inside,circle,yellow,medium,3
549,a small yellow pentagon is next to a large purple circle,pentagon,yellow,small,next to,circle,purple,large,1
550,there is a small purple oval above a medium red rectangle,oval,purple,small,above,rectangle,red,medium,2
551,a medium cube is above a medium cube,cube,red,medium,above,cube,blue,medium,5
552,a medium green triangle is positioned below a large grey circle,triangle,green,medium,below,circle,grey,large,6
553,one large orange square is above one medium grey square,square,orange,large,above,square,grey,medium,3
554,a small green pentagon is positioned to the right of a small grey pentagon,pentagon,green,small,to the right of,pentagon,grey,small,6
555,a medium grey pentagon is to the left of a large orange rectangle,pentagon,grey,medium,to the left of,rectangle,orange,large,1
556,a blue rectangle is to the right of a purple rectangle,rectangle,blue,small,to the right of,rectangle,purple,large,4
557,a small green triangle is positioned next to a medium purple cube,triangle,green,small,next to,cube,purple,medium,6
558,a large green circle is above a small brown oval,circle,green,large,above,oval,brown,small,1
559,a medium yellow pentagon is inside a large yellow triangle,pentagon,yellow,medium,inside,triangle,yellow,large,1
560,one small green cylinder is to the right of one small brown hexagon,cylinder,green,small,to the right of,hexagon,brown,small,3
561,a small square is to the right of a small oval,square,pink,small,to the right of,oval,red,small,5
562,a large red sphere is positioned below a small orange cylinder,sphere,red,large,below,cylinder,orange,small,6
563,a large pink cube is positioned to the right of a large blue oval,cube,pink,large,to the right of,oval,blue,large,6
564,one medium grey oval is above one large brown rectangle,oval,grey,medium,above,rectangle,brown,large,3
565,there is a large brown cylinder inside a large pink cube,cylinder,brown,large,inside,cube,pink,large,2
566,a small brown square is next to a large yellow circle,square,brown,small,next to,circle,yellow,large,1
567,a large purple circle is above a large red circle,circle,purple,large,above,circle,red,large,1
568,a large square is below a small oval,square,pink,large,below,oval,purple,small,5
569,there is a small blue circle to the left of a large red square,circle,blue,small,to the left of,square,red,large,2
570,one medium purple pentagon is to the right of one large grey triangle,pentagon,purple,medium,to the right of,triangle,grey,large,3
571,a brown hexagon is next to a grey cylinder,hexagon,brown,medium,next to,cylinder,grey,small,4
572,one small green oval is inside one medium green oval,oval,green,small,inside,oval,green,medium,3
573,one medium brown circle is to the left of one medium orange rectangle,circle,brown,medium,to the left of,rectangle,orange,medium,3
574,there is a large grey cube to the right of a medium orange triangle,cube,grey,large,to the right of,triangle,orange,medium,2
575,one small purple triangle is to the right of one small grey oval,triangle,purple,small,to the right of,oval,grey,small,3
576,a large pink rectangle is positioned to the right of a large orange cylinder,rectangle,pink,large,to the right of,cylinder,orange,large,6
577,a brown triangle is to the left of a grey hexagon,triangle,brown,small,to the left of,hexagon,grey,small,4
578,a medium orange triangle is positioned above a medium yellow oval,triangle,orange,medium,above,oval,yellow,medium,6
579,a small cylinder is inside a small circle,cylinder,green,small,inside,circle,grey,small,5
580,one small purple rectangle is next to one medium yellow square,rectangle,purple,small,next to,square,yellow,medium,3
581,a large purple sphere is positioned inside a large blue square,sphere,purple,large,inside,square,blue,large,6
582,a large blue square is above a medium yellow pentagon,square,blue,large,above,pentagon,yellow,medium,1
583,a medium grey sphere is positioned above a small orange rectangle,sphere,grey,medium,above,rectangle,orange,small,6
584,a large pink pentagon is above a medium purple square,pentagon,pink,large,above,square,purple,medium,1
585,a large oval is above a large circle,oval,purple,large,above,circle,orange,large,5
586,there is a small orange cube to the left of a small yellow oval,cube,orange,small,to the left of,oval,yellow,small,2
587,a small orange triangle is to the right of a small blue rectangle,triangle,orange,small,to the right of,rectangle,blue,small,1
588,one large grey sphere is next to one small orange circle,sphere,grey,large,next to,circle,orange,small,3
589,a large purple oval is positioned to the left of a large yellow triangle,oval,purple,large,to the left of,triangle,yellow,large,6
590,one small pink triangle is to the right of one large pink triangle,triangle,pink,small,to the right of,triangle,pink,large,3
591,one large green pentagon is inside one medium grey cube,pentagon,green,large,inside,cube,grey,medium,3
592,a purple cube is below a grey circle,cube,purple,small,below,circle,grey,medium,4
593,there is a large yellow rectangle inside a medium grey oval,rectangle,yellow,large,inside,oval,grey,medium,2
594,one small orange pentagon is below one large purple square,pentagon,orange,small,below,square,purple,large,3
595,one large green triangle is to the left of one small pink pentagon,triangle,green,large,to the left of,pentagon,pink,small,3
596,one medium blue rectangle is above one small yellow hexagon,rectangle,blue,medium,above,hexagon,yellow,small,3
597,one small grey square is below one large grey sphere,square,grey,small,below,sphere,grey,large,3
598,one medium pink triangle is inside one small purple circle,triangle,pink,medium,inside,circle,purple,small,3
599,there is a small purple square next to a medium orange rectangle,square,purple,small,next to,rectangle,orange,medium,2
600,one medium pink sphere is above one medium orange rectangle,sphere,pink,medium,above,rectangle,orange,medium,3
601,a small cylinder is next to a large cylinder,cylinder,red,small,next to,cylinder,green,large,5
602,a small blue sphere is inside a medium blue hexagon,sphere,blue,small,inside,hexagon,blue,medium,1
603,a small red cube is positioned next to a small purple oval,cube,red,small,next to,oval,purple,small,6
604,a green rectangle is below an orange square,rectangle,green,medium,below,square,orange,medium,4
605,a large green triangle is positioned next to a small purple hexagon,triangle,green,large,next to,hexagon,purple,small,6
606,one large grey square is to the left of one large brown sphere,square,grey,large,to the left of,sphere,brown,large,3
607,a medium pink cube is positioned to the left of a medium pink circle,cube,pink,medium,to the left of,circle,pink,medium,6
608,one small grey pentagon is to the right of one small red hexagon,pentagon,grey,small,to the right of,hexagon,red,small,3
609,a large orange cylinder is inside a medium orange pentagon,cylinder,orange,large,inside,pentagon,orange,medium,1
610,a medium oval is inside a medium sphere,oval,red,medium,inside,sphere,orange,medium,5
611,a green triangle is to the right of a yellow oval,triangle,green,small,to the right of,oval,yellow,medium,4
612,there is a medium red sphere inside a medium green triangle,sphere,red,medium,inside,triangle,green,medium,2
613,a small red sphere is next to a large yellow triangle,sphere,red,small,next to,triangle,yellow,large,1
614,there is a large grey square next to a large orange circle,square,grey,large,next to,circle,orange,large,2
615,a grey sphere is to the right of a yellow rectangle,sphere,grey,large,to the right of,rectangle,yellow,medium,4
616,a medium oval is to the left of a large cylinder,oval,green,medium,to the left of,cylinder,blue,large,5
617,there is a large green hexagon above a small pink cylinder,hexagon,green,large,above,cylinder,pink,small,2
618,there is a large blue circle to the right of a medium green hexagon,circle,blue,large,to the right of,hexagon,green,medium,2
619,a small purple cylinder is to the left of a small grey circle,cylinder,purple,small,to the left of,circle,grey,small,1
620,a medium rectangle is above a medium sphere,rectangle,red,medium,above,sphere,grey,medium,5
621,a large pink cylinder is to the right of a large red circle,cylinder,pink,large,to the right of,circle,red,large,1
622,a small pink cylinder is positioned to the right of a large pink pentagon,cylinder,pink,small,to the right of,pentagon,pink,large,6
623,there is a small yellow pentagon to the left of a medium purple cube,pentagon,yellow,small,to the left of,cube,purple,medium,2
624,a large grey triangle is next to a small green triangle,triangle,grey,large,next to,triangle,green,small,1
625,there is a large green cylinder above a large red sphere,cylinder,green,large,above,sphere,red,large,2
626,a small cube is next to a small oval,cube,red,small,next to,oval,pink,small,5
627,one large purple sphere is to the right of one small red hexagon,sphere,purple,large,to the right of,hexagon,red,small,3
628,one medium pink pentagon is below one small brown hexagon,pentagon,pink,medium,below,hexagon,brown,small,3
629,a medium circle is inside a small cylinder,circle,green,medium,inside,cylinder,grey,small,5
630,a medium red sphere is positioned below a large yellow cylinder,sphere,red,medium,below,cylinder,yellow,large,6
631,there is a medium green circle to the right of a large blue oval,circle,green,medium,to the right of,oval,blue,large,2
632,there is a large grey sphere inside a small orange sphere,sphere,grey,large,inside,sphere,orange,small,2
633,a pink cylinder is next to a brown pentagon,cylinder,pink,small,next to,pentagon,brown,small,4
634,an orange cylinder is below a green rectangle,cylinder,orange,medium,below,rectangle,green,medium,4
635,one large green pentagon is to the right of one medium grey pentagon,pentagon,green,large,to the right of,pentagon,grey,medium,3
636,one small blue cylinder is to the left of one small red cube,cylinder,blue,small,to the left of,cube,red,small,3
637,there is a small yellow hexagon inside a small orange circle,hexagon,yellow,small,inside,circle,orange,small,2
638,a large hexagon is above a large square,hexagon,red,large,above,square,purple,large,5
639,a medium purple oval is to the right of a medium blue pentagon,oval,purple,medium,to the right of,pentagon,blue,medium,1
640,a small hexagon is inside a small sphere,hexagon,pink,small,inside,sphere,purple,small,5
641,a grey cube is next to a purple cube,cube,grey,small,next to,cube,purple,medium,4
642,a brown pentagon is below a purple pentagon,pentagon,brown,small,below,pentagon,purple,small,4
643,a small cube is below a small cube,cube,blue,small,below,cube,grey,small,5
644,a small pink pentagon is above a small purple cylinder,pentagon,pink,small,above,cylinder,purple,small,1
645,one large brown triangle is to the right of one large green rectangle,triangle,brown,large,to the right of,rectangle,green,large,3
646,a small red triangle is to the left of a large purple pentagon,triangle,red,small,to the left of,pentagon,purple,large,1
647,one large purple square is inside one large purple cylinder,square,purple,large,inside,cylinder,purple,large,3
648,a small yellow hexagon is positioned next to a small pink circle,hexagon,yellow,small,next to,circle,pink,small,6
649,a medium pentagon is above a medium pentagon,pentagon,blue,medium,above,pentagon,brown,medium,5
650,a small blue triangle is positioned inside a small blue rectangle,triangle,blue,small,inside,rectangle,blue,small,6
651,a small green rectangle is positioned to the right of a small purple hexagon,rectangle,green,small,to the right of,hexagon,purple,small,6
652,a small green cylinder is positioned above a medium red triangle,cylinder,green,small,above,triangle,red,medium,6
653,a small blue hexagon is positioned to the left of a large green circle,hexagon,blue,small,to the left of,circle,green,large,6
654,a red oval is next to a red cylinder,oval,red,medium,next to,cylinder,red,large,4
655,a small circle is to the left of a small hexagon,circle,blue,small,to the left of,hexagon,yellow,small,5
656,one medium red sphere is to the left of one medium blue cylinder,sphere,red,medium,to the left of,cylinder,blue,medium,3
657,a small green square is inside a medium green hexagon,square,green,small,inside,hexagon,green,medium,1
658,a large orange cylinder is below a large grey cube,cylinder,orange,large,below,cube,grey,large,1
659,a large oval is next to a medium sphere,oval,yellow,large,next to,sphere,pink,medium,5
660,a small pink square is above a small grey cylinder,square,pink,small,above,cylinder,grey,small,1
661,a small yellow hexagon is above a medium green hexagon,hexagon,yellow,small,above,hexagon,green,medium,1
662,one large blue circle is above one large red pentagon,circle,blue,large,above,pentagon,red,large,3
663,a medium grey pentagon is to the right of a small grey pentagon,pentagon,grey,medium,to the right of,pentagon,grey,small,1
664,a medium red triangle is next to a large blue oval,triangle,red,medium,next to,oval,blue,large,1
665,a medium hexagon is to the left of a small cylinder,hexagon,purple,medium,to the left of,cylinder,blue,small,5
666,a medium triangle is below a small circle,triangle,grey,medium,below,circle,grey,small,5
667,there is a small orange pentagon above a large grey oval,pentagon,orange,small,above,oval,grey,large,2
668,a large sphere is next to a medium cylinder,sphere,grey,large,next to,cylinder,orange,medium,5
669,a grey rectangle is below a grey sphere,rectangle,grey,small,below,sphere,grey,medium,4
670,a purple rectangle is below a grey rectangle,rectangle,purple,small,below,rectangle,grey,small,4
671,one medium green hexagon is to the right of one large purple triangle,hexagon,green,medium,to the right of,triangle,purple,large,3
672,a medium blue sphere is positioned next to a large green rectangle,sphere,blue,medium,next to,rectangle,green,large,6
673,a small cube is above a medium cylinder,cube,blue,small,above,cylinder,purple,medium,5
674,there is a medium green square to the right of a medium grey sphere,square,green,medium,to the right of,sphere,grey,medium,2
675,a medium cylinder is to the left of a large cylinder,cylinder,purple,medium,to the left of,cylinder,pink,large,5
676,a grey rectangle is to the right of a red cylinder,rectangle,grey,medium,to the right of,cylinder,red,large,4
677,there is a medium grey sphere above a medium pink cylinder,sphere,grey,medium,above,cylinder,pink,medium,2
678,there is a large grey circle below a medium yellow pentagon,circle,grey,large,below,pentagon,yellow,medium,2
679,a purple hexagon is to the left of a purple circle,hexagon,purple,small,to the left of,circle,purple,large,4
680,a large green pentagon is to the left of a small brown triangle,pentagon,green,large,to the left of,triangle,brown,small,1
681,a small red sphere is positioned inside a small yellow circle,sphere,red,small,inside,circle,yellow,small,6
682,a pink square is inside a red pentagon,square,pink,small,inside,pentagon,red,large,4
683,a medium sphere is to the left of a small hexagon,sphere,purple,medium,to the left of,hexagon,purple,small,5
684,a small sphere is above a small square,sphere,yellow,small,above,square,red,small,5
685,one medium blue square is to the right of one small green oval,square,blue,medium,to the right of,oval,green,small,3
686,a small orange sphere is to the right of a small pink cube,sphere,orange,small,to the right of,cube,pink,small,1
687,there is a small grey sphere to the left of a medium purple oval,sphere,grey,small,to the left of,oval,purple,medium,2
688,there is a small purple square to the left of a large yellow triangle,square,purple,small,to the left of,triangle,yellow,large,2
689,a large square is inside a large cube,square,blue,large,inside,cube,yellow,large,5
690,a medium green square is positioned to the left of a small blue triangle,square,green,medium,to the left of,triangle,blue,small,6
691,a medium circle is to the right of a large hexagon,circle,green,medium,to the right of,hexagon,grey,large,5
692,a large square is next to a large circle,square,pink,large,next to,circle,grey,large,5
693,a large green square is above a small blue cylinder,square,green,large,above,cylinder,blue,small,1
694,a pink hexagon is to the left of a pink cube,hexagon,pink,medium,to the left of,cube,pink,small,4
695,a small yellow triangle is positioned to the right of a small brown sphere,triangle,yellow,small,to the right of,sphere,brown,small,6
696,a medium rectangle is above a large rectangle,rectangle,pink,medium,above,rectangle,purple,large,5
697,a large grey square is below a medium purple circle,square,grey,large,below,circle,purple,medium,1
698,a medium grey triangle is below a small blue sphere,triangle,grey,medium,below,sphere,blue,small,1
699,there is a medium green triangle next to a medium grey square,triangle,green,medium,next to,square,grey,medium,2
700,a large pink sphere is positioned below a large yellow rectangle,sphere,pink,large,below,rectangle,yellow,large,6
701,a yellow pentagon is below a pink square,pentagon,yellow,medium,below,square,pink,small,4
702,a large orange triangle is positioned next to a medium pink cylinder,triangle,orange,large,next to,cylinder,pink,medium,6
703,there is a medium grey square inside a small purple oval,square,grey,medium,inside,oval,purple,small,2
704,a large blue cube is next to a small pink cylinder,cube,blue,large,next to,cylinder,pink,small,1
705,one medium purple triangle is inside one small yellow oval,triangle,purple,medium,inside,oval,yellow,small,3
706,a grey cylinder is below a green circle,cylinder,grey,medium,below,circle,green,medium,4
707,a yellow circle is to the left of a pink square,circle,yellow,small,to the left of,square,pink,small,4
708,there is a small purple rectangle inside a medium yellow triangle,rectangle,purple,small,inside,triangle,yellow,medium,2
709,a medium grey cylinder is positioned to the left of a small brown square,cylinder,grey,medium,to the left of,square,brown,small,6
710,a medium pentagon is to the right of a medium square,pentagon,brown,medium,to the right of,square,brown,medium,5
711,one medium pink sphere is inside one large blue sphere,sphere,pink,medium,inside,sphere,blue,large,3
712,there is a medium yellow square below a large yellow square,square,yellow,medium,below,square,yellow,large,2
713,a small green hexagon is to the left of a small pink pentagon,hexagon,green,small,to the left of,pentagon,pink,small,1
714,a medium pentagon is above a large triangle,pentagon,purple,medium,above,triangle,brown,large,5
715,a blue triangle is below a yellow circle,triangle,blue,medium,below,circle,yellow,medium,4
716,there is a medium blue pentagon next to a small red square,pentagon,blue,medium,next to,square,red,small,2
717,one large purple cube is below one small purple oval,cube,purple,large,below,oval,purple,small,3
718,one medium brown hexagon is next to one medium blue rectangle,hexagon,brown,medium,next to,rectangle,blue,medium,3
719,a small brown sphere is inside a large yellow circle,sphere,brown,small,inside,circle,yellow,large,1
720,a small cylinder is to the left of a large cube,cylinder,orange,small,to the left of,cube,blue,large,5
721,one medium pink pentagon is above one small purple circle,pentagon,pink,medium,above,circle,purple,small,3
722,a brown triangle is above a brown hexagon,triangle,brown,large,above,hexagon,brown,large,4
723,a small orange cylinder is positioned below a small pink circle,cylinder,orange,small,below,circle,pink,small,6
724,a large red cube is positioned inside a medium red circle,cube,red,large,inside,circle,red,medium,6
725,a medium yellow hexagon is above a small yellow square,hexagon,yellow,medium,above,square,yellow,small,1
726,a large grey circle is positioned below a small yellow pentagon,circle,grey,large,below,pentagon,yellow,small,6
727,a large circle is to the right of a large pentagon,circle,orange,large,to the right of,pentagon,pink,large,5
728,a medium pink circle is positioned inside a medium pink rectangle,circle,pink,medium,inside,rectangle,pink,medium,6
729,a small red sphere is to the right of a large brown cube,sphere,red,small,to the right of,cube,brown,large,1
730,a small oval is to the right of a medium hexagon,oval,yellow,small,to the right of,hexagon,grey,medium,5
731,there is a large orange cylinder below a small grey triangle,cylinder,orange,large,below,triangle,grey,small,2
732,one large yellow hexagon is below one large pink cube,hexagon,yellow,large,below,cube,pink,large,3
733,a large brown pentagon is inside a small brown cylinder,pentagon,brown,large,inside,cylinder,brown,small,1
734,a small red square is positioned to the right of a medium blue cube,square,red,small,to the right of,cube,blue,medium,6
735,a red rectangle is next to a purple cylinder,rectangle,red,small,next to,cylinder,purple,small,4
736,there is a large green rectangle inside a medium orange square,rectangle,green,large,inside,square,orange,medium,2
737,a large grey hexagon is positioned inside a large orange pentagon,hexagon,grey,large,inside,pentagon,orange,large,6
738,a medium brown square is positioned inside a small blue rectangle,square,brown,medium,inside,rectangle,blue,small,6
739,a medium purple hexagon is positioned above a small blue oval,hexagon,purple,medium,above,oval,blue,small,6
740,there is a medium pink pentagon to the right of a medium yellow hexagon,pentagon,pink,medium,to the right of,hexagon,yellow,medium,2
741,a red rectangle is to the right of a green hexagon,rectangle,red,large,to the right of,hexagon,green,small,4
742,there is a medium orange oval to the left of a medium grey cylinder,oval,orange,medium,to the left of,cylinder,grey,medium,2
743,there is a medium green circle below a small orange triangle,circle,green,medium,below,triangle,orange,small,2
744,a small red oval is below a medium pink cylinder,oval,red,small,below,cylinder,pink,medium,1
745,a large brown pentagon is to the left of a large red hexagon,pentagon,brown,large,to the left of,hexagon,red,large,1
746,a small orange cube is next to a small purple pentagon,cube,orange,small,next to,pentagon,purple,small,1
747,a medium pentagon is below a large pentagon,pentagon,orange,medium,below,pentagon,brown,large,5
748,a medium cube is to the left of a medium cylinder,cube,yellow,medium,to the left of,cylinder,pink,medium,5
749,one medium grey rectangle is to the left of one small brown square,rectangle,grey,medium,to the left of,square,brown,small,3
750,a small oval is to the left of a large hexagon,oval,brown,small,to the left of,hexagon,brown,large,5
751,a medium pentagon is above a medium oval,pentagon,blue,medium,above,oval,purple,medium,5
752,a medium cube is to the right of a medium circle,cube,brown,medium,to the right of,circle,grey,medium,5
753,a medium grey pentagon is to the left of a large red sphere,pentagon,grey,medium,to the left of,sphere,red,large,1
754,one small red square is to the left of one large red sphere,square,red,small,to the left of,sphere,red,large,3
755,there is a small grey oval below a small pink rectangle,oval,grey,small,below,rectangle,pink,small,2
756,a small pentagon is to the right of a small oval,pentagon,pink,small,to the right of,oval,red,small,5
757,a large green cylinder is below a small red circle,cylinder,green,large,below,circle,red,small,1
758,there is a medium purple hexagon inside a small purple oval,hexagon,purple,medium,inside,oval,purple,small,2
759,a large square is inside a large triangle,square,orange,large,inside,triangle,blue,large,5
760,there is a large grey hexagon next to a large yellow oval,hexagon,grey,large,next to,oval,yellow,large,2
761,a green pentagon is to the right of a blue cube,pentagon,green,large,to the right of,cube,blue,medium,4
762,a large orange oval is positioned to the left of a small purple rectangle,oval,orange,large,to the left of,rectangle,purple,small,6
763,one small pink pentagon is to the right of one medium red cylinder,pentagon,pink,small,to the right of,cylinder,red,medium,3
764,a green oval is inside a blue rectangle,oval,green,medium,inside,rectangle,blue,small,4
765,a large triangle is below a small circle,triangle,blue,large,below,circle,green,small,5
766,a small yellow oval is positioned next to a medium brown triangle,oval,yellow,small,next to,triangle,brown,medium,6
767,a large orange cube is positioned to the right of a medium pink oval,cube,orange,large,to the right of,oval,pink,medium,6
768,a large yellow triangle is positioned above a large orange pentagon,triangle,yellow,large,above,pentagon,orange,large,6
769,a medium oval is above a large hexagon,oval,yellow,medium,above,hexagon,red,large,5
770,a small grey hexagon is to the left of a small red cube,hexagon,grey,small,to the left of,cube,red,small,1
771,there is a small yellow sphere to the left of a small purple pentagon,sphere,yellow,small,to the left of,pentagon,purple,small,2
772,a green pentagon is to the right of an orange pentagon,pentagon,green,medium,to the right of,pentagon,orange,medium,4
773,a blue pentagon is above a brown sphere,pentagon,blue,large,above,sphere,brown,large,4
774,a large orange cube is positioned below a medium yellow triangle,cube,orange,large,below,triangle,yellow,medium,6
775,a large purple sphere is positioned to the right of a large yellow cube,sphere,purple,large,to the right of,cube,yellow,large,6
776,a small pink pentagon is inside a large yellow square,pentagon,pink,small,inside,square,yellow,large,1
777,a medium red pentagon is next to a large orange cylinder,pentagon,red,medium,next to,cylinder,orange,large,1
778,there is a medium blue cube below a large pink hexagon,cube,blue,medium,below,hexagon,pink,large,2
779,a large red cube is positioned to the left of a small grey hexagon,cube,red,large,to the left of,hexagon,grey,small,6
780,a large purple cube is positioned to the left of a small purple cylinder,cube,purple,large,to the left of,cylinder,purple,small,6
781,there is a small orange triangle below a large orange triangle,triangle,orange,small,below,triangle,orange,large,2
782,a large green oval is positioned next to a small grey oval,oval,green,large,next to,oval,grey,small,6
783,one small green circle is to the right of one small brown sphere,circle,green,small,to the right of,sphere,brown,small,3
784,a purple triangle is to the left of a green cylinder,triangle,purple,large,to the left of,cylinder,green,large,4
785,a small pink circle is inside a large red pentagon,circle,pink,small,inside,pentagon,red,large,1
786,a green circle is inside a red hexagon,circle,green,small,inside,hexagon,red,large,4
787,a medium brown triangle is positioned above a large purple rectangle,triangle,brown,medium,above,rectangle,purple,large,6
788,a large square is to the left of a medium circle,square,brown,large,to the left of,circle,red,medium,5
789,one small red sphere is inside one large blue pentagon,sphere,red,small,inside,pentagon,blue,large,3
790,a medium red hexagon is inside a small brown pentagon,hexagon,red,medium,inside,pentagon,brown,small,1
791,one medium green circle is inside one small yellow hexagon,circle,green,medium,inside,hexagon,yellow,small,3
792,a medium cylinder is next to a small oval,cylinder,grey,medium,next to,oval,brown,small,5
793,there is a small grey triangle next to a medium brown square,triangle,grey,small,next to,square,brown,medium,2
794,one large orange pentagon is above one small grey cylinder,pentagon,orange,large,above,cylinder,grey,small,3
795,one medium orange circle is to the left of one small brown square,circle,orange,medium,to the left of,square,brown,small,3
796,one small brown oval is next to one medium pink triangle,oval,brown,small,next to,triangle,pink,medium,3
797,one large grey cube is next to one medium green sphere,cube,grey,large,next to,sphere,green,medium,3
798,a medium purple triangle is inside a large yellow triangle,triangle,purple,medium,inside,triangle,yellow,large,1
799,a small blue cube is positioned below a medium purple oval,cube,blue,small,below,oval,purple,medium,6
800,a small green pentagon is positioned next to a medium orange sphere,pentagon,green,small,next to,sphere,orange,medium,6
801,a medium yellow sphere is above a medium grey rectangle,sphere,yellow,medium,above,rectangle,grey,medium,1
802,one large grey hexagon is inside one small grey cube,hexagon,grey,large,inside,cube,grey,small,3
803,a large square is above a medium oval,square,brown,large,above,oval,orange,medium,5
804,a small brown oval is next to a large brown sphere,oval,brown,small,next to,sphere,brown,large,1
805,there is a large green sphere inside a large purple oval,sphere,green,large,inside,oval,purple,large,2
806,a large yellow cylinder is above a medium purple sphere,cylinder,yellow,large,above,sphere,purple,medium,1
807,a medium rectangle is above a large cube,rectangle,grey,medium,above,cube,green,large,5
808,a small green oval is below a small orange cube,oval,green,small,below,cube,orange,small,1
809,a red square is below a grey circle,square,red,large,below,circle,grey,large,4
810,there is a small yellow triangle to the right of a small blue circle,triangle,yellow,small,to the right of,circle,blue,small,2
811,a brown cube is inside an orange triangle,cube,brown,medium,inside,triangle,orange,small,4
812,a large brown triangle is positioned above a large green rectangle,triangle,brown,large,above,rectangle,green,large,6
813,a purple pentagon is inside a green cylinder,pentagon,purple,medium,inside,cylinder,green,small,4
814,a small square is inside a small cube,square,purple,small,inside,cube,grey,small,5
815,one large green sphere is inside one medium orange pentagon,sphere,green,large,inside,pentagon,orange,medium,3
816,a medium red hexagon is inside a large pink circle,hexagon,red,medium,inside,circle,pink,large,1
817,a small orange cube is positioned inside a large grey cube,cube,orange,small,inside,cube,grey,large,6
818,a large oval is above a small rectangle,oval,red,large,above,rectangle,pink,small,5
819,a large blue oval is inside a small blue rectangle,oval,blue,large,inside,rectangle,blue,small,1
820,a small orange cube is positioned next to a medium blue pentagon,cube,orange,small,next to,pentagon,blue,medium,6
821,a medium purple rectangle is to the left of a small orange oval,rectangle,purple,medium,to the left of,oval,orange,small,1
822,there is a small yellow rectangle inside a medium red hexagon,rectangle,yellow,small,inside,hexagon,red,medium,2
823,a large rectangle is above a small sphere,rectangle,grey,large,above,sphere,green,small,5
824,there is a medium grey sphere above a large brown pentagon,sphere,grey,medium,above,pentagon,brown,large,2
825,there is a large pink sphere below a medium orange circle,sphere,pink,large,below,circle,orange,medium,2
