sentence_id,sentence,number,num_digits,colour,size,template_id
921,a green number 161 of small size,161,3,green,small,3
922,a yellow number 5 of small size,5,1,yellow,small,3
923,a small 5886 in orange colour,5886,4,orange,small,4
924,a large brown 9,9,1,brown,large,1
925,a blue number 54 of large size,54,2,blue,large,3
926,the number 9286 in grey colour and medium size,9286,4,grey,medium,2
927,a medium 5697 in yellow colour,5697,4,yellow,medium,4
928,a purple number 4473 of large size,4473,4,purple,large,3
929,the number 89 in red colour and medium size,89,2,red,medium,2
930,a large yellow 286,286,3,yellow,large,1
931,the number 2 in red colour and medium size,2,1,red,medium,2
932,a brown number 7918 of small size,7918,4,brown,small,3
933,a small grey 8482,8482,4,grey,small,1
934,the number 71 in orange colour and small size,71,2,orange,small,2
935,the number 644 in purple colour and medium size,644,3,purple,medium,2
936,a small blue 524,524,3,blue,small,1
937,the number 1 in purple colour and medium size,1,1,purple,medium,2
938,a medium brown 8,8,1,brown,medium,1
939,an orange number 5 of small size,5,1,orange,small,3
940,the number 2129 in pink colour and small size,2129,4,pink,small,2
941,a large orange 579,579,3,orange,large,1
942,a brown number 7 of large size,7,1,brown,large,3
943,a red number 8409 of medium size,8409,4,red,medium,3
944,a blue number 821 of small size,821,3,blue,small,3
945,a medium yellow number 78,78,2,yellow,medium,5
946,the number 41 in blue colour and small size,41,2,blue,small,2
947,a medium red number 77,77,2,red,medium,5
948,a medium 522 in pink colour,522,3,pink,medium,4
949,a small 5154 in yellow colour,5154,4,yellow,small,4
950,a small 30 in pink colour,30,2,pink,small,4
951,the number 47 in yellow colour and medium size,47,2,yellow,medium,2
952,a medium 6954 in green colour,6954,4,green,medium,4
953,a yellow number 72 of medium size,72,2,yellow,medium,3
954,a medium orange number 6,6,1,orange,medium,5
955,a small purple 4,4,1,purple,small,1
956,the number 798 in red colour and medium size,798,3,red,medium,2
957,a medium grey number 933,933,3,grey,medium,5
958,a large 6555 in red colour,6555,4,red,large,4
959,a small pink number 83,83,2,pink,small,5
960,a grey number 9071 of large size,9071,4,grey,large,3
961,a small 17 in blue colour,17,2,blue,small,4
962,a medium blue number 38,38,2,blue,medium,5
963,a small 663 in purple colour,663,3,purple,small,4
964,a large pink 961,961,3,pink,large,1
965,a medium 98 in green colour,98,2,green,medium,4
966,an orange number 4335 of large size,4335,4,orange,large,3
967,a small purple number 5,5,1,purple,small,5
968,a medium 969 in grey colour,969,3,grey,medium,4
969,the number 670 in purple colour and large size,670,3,purple,large,2
970,a brown number 66 of medium size,66,2,brown,medium,3
971,a purple number 9 of large size,9,1,purple,large,3
972,a small grey number 8,8,1,grey,small,5
973,a medium orange 348,348,3,orange,medium,1
974,a pink number 4 of medium size,4,1,pink,medium,3
975,the number 569 in blue colour and large size,569,3,blue,large,2
976,a small green number 5,5,1,green,small,5
977,a large 2 in orange colour,2,1,orange,large,4
978,a yellow number 8390 of large size,8390,4,yellow,large,3
979,the number 9 in yellow colour and small size,9,1,yellow,small,2
980,a medium 1503 in purple colour,1503,4,purple,medium,4
981,a small 394 in red colour,394,3,red,small,4
982,a large yellow number 32,32,2,yellow,large,5
983,a medium brown 3,3,1,brown,medium,1
984,the number 19 in green colour and medium size,19,2,green,medium,2
985,a small 3068 in blue colour,3068,4,blue,small,4
986,the number 594 in green colour and large size,594,3,green,large,2
987,the number 681 in green colour and medium size,681,3,green,medium,2
988,a green number 87 of large size,87,2,green,large,3
989,a medium yellow 5506,5506,4,yellow,medium,1
990,the number 983 in purple colour and medium size,983,3,purple,medium,2
991,a small brown number 8,8,1,brown,small,5
992,the number 5256 in red colour and large size,5256,4,red,large,2
993,a small blue 110,110,3,blue,small,1
994,a small blue number 7165,7165,4,blue,small,5
995,a medium 5 in red colour,5,1,red,medium,4
996,a medium yellow number 2705,2705,4,yellow,medium,5
997,a medium blue 39,39,2,blue,medium,1
998,a small blue number 467,467,3,blue,small,5
999,a small blue number 76,76,2,blue,small,5
1000,a medium 54 in red colour,54,2,red,medium,4
1001,a medium red 560,560,3,red,medium,1
1002,a large 76 in brown colour,76,2,brown,large,4
1003,a medium 9 in green colour,9,1,green,medium,4
1004,a large brown 89,89,2,brown,large,1
1005,a medium 862 in yellow colour,862,3,yellow,medium,4
1006,a large green number 976,976,3,green,large,5
1007,the number 367 in green colour and medium size,367,3,green,medium,2
1008,an orange number 12 of small size,12,2,orange,small,3
1009,a medium blue number 8688,8688,4,blue,medium,5
1010,an orange number 807 of large size,807,3,orange,large,3
1011,the number 46 in red colour and large size,46,2,red,large,2
1012,a large red number 4832,4832,4,red,large,5
1013,a small green number 36,36,2,green,small,5
1014,a medium 9 in red colour,9,1,red,medium,4
1015,a medium 36 in grey colour,36,2,grey,medium,4
1016,a small blue 8220,8220,4,blue,small,1
1017,the number 5625 in pink colour and medium size,5625,4,pink,medium,2
1018,a red number 1234 of large size,1234,4,red,large,3
1019,a pink number 6596 of medium size,6596,4,pink,medium,3
1020,a green number 56 of large size,56,2,green,large,3
1021,a large grey 2258,2258,4,grey,large,1
1022,a blue number 5749 of large size,5749,4,blue,large,3
1023,the number 770 in orange colour and small size,770,3,orange,small,2
1024,a yellow number 757 of small size,757,3,yellow,small,3
1025,a medium blue 41,41,2,blue,medium,1
1026,a small yellow 75,75,2,yellow,small,1
1027,a green number 475 of medium size,475,3,green,medium,3
1028,a large red number 702,702,3,red,large,5
1029,the number 2 in brown colour and large size,2,1,brown,large,2
1030,a medium green 40,40,2,green,medium,1
1031,the number 210 in blue colour and large size,210,3,blue,large,2
1032,a medium 17 in blue colour,17,2,blue,medium,4
1033,a large 8601 in red colour,8601,4,red,large,4
1034,the number 54 in green colour and small size,54,2,green,small,2
1035,a small brown number 49,49,2,brown,small,5
1036,a pink number 4547 of small size,4547,4,pink,small,3
1037,a large yellow number 389,389,3,yellow,large,5
1038,the number 5075 in brown colour and medium size,5075,4,brown,medium,2
1039,a medium orange 9503,9503,4,orange,medium,1
1040,the number 1123 in orange colour and small size,1123,4,orange,small,2
1041,a small 7 in brown colour,7,1,brown,small,4
1042,a small 556 in blue colour,556,3,blue,small,4
1043,a red number 859 of medium size,859,3,red,medium,3
1044,the number 7648 in orange colour and large size,7648,4,orange,large,2
1045,the number 9 in green colour and small size,9,1,green,small,2
1046,a brown number 8 of medium size,8,1,brown,medium,3
1047,a pink number 14 of small size,14,2,pink,small,3
1048,a large orange 8064,8064,4,orange,large,1
1049,a large brown 38,38,2,brown,large,1
1050,a large blue number 3,3,1,blue,large,5
1051,a large pink 26,26,2,pink,large,1
1052,a large 15 in orange colour,15,2,orange,large,4
1053,the number 7 in brown colour and small size,7,1,brown,small,2
1054,a large blue number 357,357,3,blue,large,5
1055,a large purple number 2353,2353,4,purple,large,5
1056,the number 9724 in pink colour and medium size,9724,4,pink,medium,2
1057,the number 5286 in grey colour and large size,5286,4,grey,large,2
1058,a blue number 702 of large size,702,3,blue,large,3
1059,a small orange number 8,8,1,orange,small,5
1060,a small pink 6,6,1,pink,small,1
1061,a large brown 37,37,2,brown,large,1
1062,a small brown number 2,2,1,brown,small,5
1063,a medium grey number 80,80,2,grey,medium,5
1064,a medium 516 in pink colour,516,3,pink,medium,4
1065,a small brown 376,376,3,brown,small,1
1066,a blue number 6377 of small size,6377,4,blue,small,3
1067,a medium 564 in brown colour,564,3,brown,medium,4
1068,a large green 2,2,1,green,large,1
1069,a purple number 869 of large size,869,3,purple,large,3
1070,a grey number 1135 of small size,1135,4,grey,small,3
1071,a large 809 in green colour,809,3,green,large,4
1072,the number 748 in pink colour and medium size,748,3,pink,medium,2
1073,a green number 93 of small size,93,2,green,small,3
1074,a small grey 34,34,2,grey,small,1
1075,an orange number 94 of medium size,94,2,orange,medium,3
1076,a medium yellow 6066,6066,4,yellow,medium,1
1077,a purple number 222 of large size,222,3,purple,large,3
1078,a small 5954 in pink colour,5954,4,pink,small,4
1079,a small green number 2555,2555,4,green,small,5
1080,a blue number 17 of small size,17,2,blue,small,3
1081,a pink number 682 of medium size,682,3,pink,medium,3
1082,a medium 5 in blue colour,5,1,blue,medium,4
1083,a medium yellow number 4,4,1,yellow,medium,5
1084,the number 11 in pink colour and small size,11,2,pink,small,2
1085,a medium 28 in grey colour,28,2,grey,medium,4
1086,a large yellow 946,946,3,yellow,large,1
1087,a small brown 3202,3202,4,brown,small,1
1088,a small 621 in pink colour,621,3,pink,small,4
1089,a purple number 1603 of medium size,1603,4,purple,medium,3
1090,a green number 537 of small size,537,3,green,small,3
1091,a yellow number 242 of small size,242,3,yellow,small,3
1092,a small grey number 3065,3065,4,grey,small,5
1093,the number 715 in purple colour and large size,715,3,purple,large,2
1094,a small grey 9238,9238,4,grey,small,1
1095,a grey number 9445 of large size,9445,4,grey,large,3
1096,a medium blue number 9693,9693,4,blue,medium,5
1097,a medium purple number 85,85,2,purple,medium,5
1098,a medium red number 82,82,2,red,medium,5
1099,a medium red number 27,27,2,red,medium,5
1100,a medium 4378 in blue colour,4378,4,blue,medium,4
1101,a pink number 963 of large size,963,3,pink,large,3
1102,a small 31 in green colour,31,2,green,small,4
1103,the number 2 in brown colour and medium size,2,1,brown,medium,2
1104,a medium brown number 848,848,3,brown,medium,5
1105,a small brown number 82,82,2,brown,small,5
1106,a small purple number 53,53,2,purple,small,5
1107,an orange number 893 of large size,893,3,orange,large,3
1108,a large 834 in red colour,834,3,red,large,4
1109,a medium 29 in pink colour,29,2,pink,medium,4
1110,a medium pink number 76,76,2,pink,medium,5
1111,a large grey number 489,489,3,grey,large,5
1112,a small pink 881,881,3,pink,small,1
1113,a medium yellow 61,61,2,yellow,medium,1
1114,the number 31 in yellow colour and medium size,31,2,yellow,medium,2
1115,a purple number 479 of small size,479,3,purple,small,3
1116,the number 9 in green colour and large size,9,1,green,large,2
1117,a medium red number 5,5,1,red,medium,5
1118,a small yellow number 62,62,2,yellow,small,5
1119,a small 7188 in red colour,7188,4,red,small,4
1120,a blue number 4 of medium size,4,1,blue,medium,3
1121,a medium 4 in yellow colour,4,1,yellow,medium,4
1122,a large 1262 in purple colour,1262,4,purple,large,4
1123,a medium 67 in yellow colour,67,2,yellow,medium,4
1124,a red number 4530 of small size,4530,4,red,small,3
1125,a large purple 8,8,1,purple,large,1
1126,a large brown number 8,8,1,brown,large,5
1127,a large 409 in purple colour,409,3,purple,large,4
1128,a purple number 94 of medium size,94,2,purple,medium,3
1129,the number 2831 in red colour and small size,2831,4,red,small,2
1130,a green number 48 of small size,48,2,green,small,3
1131,a medium red number 8040,8040,4,red,medium,5
1132,a green number 3077 of medium size,3077,4,green,medium,3
1133,a large 9 in orange colour,9,1,orange,large,4
1134,a medium 51 in red colour,51,2,red,medium,4
1135,a large purple 9,9,1,purple,large,1
1136,the number 183 in blue colour and medium size,183,3,blue,medium,2
1137,a blue number 49 of medium size,49,2,blue,medium,3
1138,a medium green number 7249,7249,4,green,medium,5
1139,a medium purple number 431,431,3,purple,medium,5
1140,a small yellow number 2469,2469,4,yellow,small,5
1141,a medium green 22,22,2,green,medium,1
1142,an orange number 795 of large size,795,3,orange,large,3
1143,a medium 53 in blue colour,53,2,blue,medium,4
1144,a large orange number 97,97,2,orange,large,5
1145,a large grey 3924,3924,4,grey,large,1
1146,the number 3974 in yellow colour and small size,3974,4,yellow,small,2
1147,a small 5 in green colour,5,1,green,small,4
1148,a medium grey 5,5,1,grey,medium,1
1149,a large orange 4,4,1,orange,large,1
1150,the number 635 in purple colour and medium size,635,3,purple,medium,2
1151,the number 648 in pink colour and large size,648,3,pink,large,2
1152,a large 2912 in pink colour,2912,4,pink,large,4
1153,a small 613 in green colour,613,3,green,small,4
1154,the number 7465 in green colour and large size,7465,4,green,large,2
1155,a large pink number 183,183,3,pink,large,5
1156,a grey number 134 of large size,134,3,grey,large,3
1157,the number 9 in grey colour and large size,9,1,grey,large,2
1158,a small yellow number 332,332,3,yellow,small,5
1159,a blue number 648 of small size,648,3,blue,small,3
1160,a medium green 1844,1844,4,green,medium,1
1161,a blue number 7889 of medium size,7889,4,blue,medium,3
1162,a small 2462 in blue colour,2462,4,blue,small,4
1163,a green number 788 of medium size,788,3,green,medium,3
1164,a large 88 in green colour,88,2,green,large,4
1165,a medium purple 629,629,3,purple,medium,1
1166,a medium 8 in orange colour,8,1,orange,medium,4
1167,a small 55 in yellow colour,55,2,yellow,small,4
1168,a small orange 685,685,3,orange,small,1
1169,a medium green 87,87,2,green,medium,1
1170,a small 4347 in grey colour,4347,4,grey,small,4
1171,a purple number 840 of small size,840,3,purple,small,3
1172,a medium blue number 6557,6557,4,blue,medium,5
1173,the number 4263 in grey colour and small size,4263,4,grey,small,2
1174,a small 9868 in green colour,9868,4,green,small,4
1175,an orange number 7035 of large size,7035,4,orange,large,3
1176,the number 80 in red colour and small size,80,2,red,small,2
1177,the number 610 in grey colour and medium size,610,3,grey,medium,2
1178,a large 9 in brown colour,9,1,brown,large,4
1179,the number 65 in orange colour and small size,65,2,orange,small,2
1180,a small green number 83,83,2,green,small,5
1181,a medium green 3,3,1,green,medium,1
1182,the number 7716 in yellow colour and large size,7716,4,yellow,large,2
1183,a medium orange number 912,912,3,orange,medium,5
1184,a small pink 679,679,3,pink,small,1
1185,a yellow number 9027 of medium size,9027,4,yellow,medium,3
1186,a small 5819 in brown colour,5819,4,brown,small,4
1187,a large 8 in blue colour,8,1,blue,large,4
1188,the number 873 in blue colour and medium size,873,3,blue,medium,2
1189,the number 140 in grey colour and large size,140,3,grey,large,2
1190,a small red 768,768,3,red,small,1
1191,a large 5 in grey colour,5,1,grey,large,4
1192,a pink number 56 of large size,56,2,pink,large,3
1193,a small orange number 484,484,3,orange,small,5
1194,a medium 101 in orange colour,101,3,orange,medium,4
1195,a small 2 in yellow colour,2,1,yellow,small,4
1196,the number 36 in yellow colour and medium size,36,2,yellow,medium,2
1197,a small 550 in purple colour,550,3,purple,small,4
1198,a large yellow 3,3,1,yellow,large,1
1199,a small green number 3,3,1,green,small,5
1200,an orange number 3658 of small size,3658,4,orange,small,3
1201,a small 9 in pink colour,9,1,pink,small,4
1202,a large 98 in brown colour,98,2,brown,large,4
1203,a small 7 in red colour,7,1,red,small,4
1204,the number 4 in grey colour and medium size,4,1,grey,medium,2
1205,a medium yellow 11,11,2,yellow,medium,1
1206,a pink number 3 of large size,3,1,pink,large,3
1207,a brown number 80 of medium size,80,2,brown,medium,3
1208,a small pink number 881,881,3,pink,small,5
1209,the number 252 in purple colour and medium size,252,3,purple,medium,2
1210,a small green number 402,402,3,green,small,5
1211,a large grey 4627,4627,4,grey,large,1
1212,a large 39 in yellow colour,39,2,yellow,large,4
1213,a small 5 in yellow colour,5,1,yellow,small,4
1214,the number 617 in green colour and medium size,617,3,green,medium,2
1215,a grey number 7439 of medium size,7439,4,grey,medium,3
1216,a green number 1575 of small size,1575,4,green,small,3
1217,a purple number 17 of small size,17,2,purple,small,3
1218,a small 762 in grey colour,762,3,grey,small,4
1219,a medium pink number 7,7,1,pink,medium,5
1220,a brown number 2 of small size,2,1,brown,small,3
1221,a small 411 in green colour,411,3,green,small,4
1222,a grey number 4 of medium size,4,1,grey,medium,3
1223,the number 4299 in yellow colour and large size,4299,4,yellow,large,2
1224,the number 63 in orange colour and medium size,63,2,orange,medium,2
1225,a large 221 in grey colour,221,3,grey,large,4
1226,a pink number 13 of large size,13,2,pink,large,3
1227,the number 882 in blue colour and small size,882,3,blue,small,2
1228,a small 5671 in blue colour,5671,4,blue,small,4
1229,a medium 6297 in pink colour,6297,4,pink,medium,4
1230,a small green number 484,484,3,green,small,5
1231,the number 4300 in yellow colour and medium size,4300,4,yellow,medium,2
1232,a large green number 4912,4912,4,green,large,5
1233,a small grey 8002,8002,4,grey,small,1
1234,a medium red 7,7,1,red,medium,1
1235,a blue number 21 of small size,21,2,blue,small,3
1236,the number 5933 in brown colour and medium size,5933,4,brown,medium,2
1237,the number 90 in yellow colour and small size,90,2,yellow,small,2
1238,a small 6 in pink colour,6,1,pink,small,4
1239,a large 1492 in brown colour,1492,4,brown,large,4
1240,the number 4555 in brown colour and small size,4555,4,brown,small,2
1241,a green number 4098 of medium size,4098,4,green,medium,3
1242,the number 6 in green colour and medium size,6,1,green,medium,2
1243,a blue number 3037 of large size,3037,4,blue,large,3
1244,the number 8159 in green colour and small size,8159,4,green,small,2
1245,a large grey 73,73,2,grey,large,1
1246,a medium brown number 99,99,2,brown,medium,5
1247,the number 2415 in pink colour and small size,2415,4,pink,small,2
1248,the number 2794 in green colour and large size,2794,4,green,large,2
1249,a blue number 39 of small size,39,2,blue,small,3
1250,the number 307 in brown colour and medium size,307,3,brown,medium,2
1251,the number 31 in orange colour and small size,31,2,orange,small,2
1252,a medium grey 39,39,2,grey,medium,1
1253,a small 33 in blue colour,33,2,blue,small,4
1254,a large purple number 593,593,3,purple,large,5
1255,a small yellow number 296,296,3,yellow,small,5
1256,a small blue 7274,7274,4,blue,small,1
1257,a large green number 5956,5956,4,green,large,5
1258,a blue number 1 of large size,1,1,blue,large,3
1259,a large grey number 396,396,3,grey,large,5
1260,a medium brown 432,432,3,brown,medium,1
1261,a blue number 819 of small size,819,3,blue,small,3
1262,a large 767 in yellow colour,767,3,yellow,large,4
1263,a small 7447 in red colour,7447,4,red,small,4
1264,a small pink 9495,9495,4,pink,small,1
1265,a medium 1040 in brown colour,1040,4,brown,medium,4
1266,a large blue number 66,66,2,blue,large,5
1267,a medium purple number 1,1,1,purple,medium,5
1268,a medium brown number 148,148,3,brown,medium,5
1269,a medium yellow number 8945,8945,4,yellow,medium,5
1270,an orange number 52 of large size,52,2,orange,large,3
1271,the number 5348 in yellow colour and medium size,5348,4,yellow,medium,2
1272,a small orange 8609,8609,4,orange,small,1
1273,the number 3301 in red colour and medium size,3301,4,red,medium,2
1274,a brown number 77 of large size,77,2,brown,large,3
1275,a small grey 170,170,3,grey,small,1
1276,a medium brown number 8,8,1,brown,medium,5
1277,the number 5129 in yellow colour and large size,5129,4,yellow,large,2
1278,a small yellow 78,78,2,yellow,small,1
1279,the number 93 in pink colour and large size,93,2,pink,large,2
1280,a small blue number 7895,7895,4,blue,small,5
1281,the number 3 in grey colour and large size,3,1,grey,large,2
1282,the number 573 in yellow colour and small size,573,3,yellow,small,2
1283,a medium grey number 8551,8551,4,grey,medium,5
1284,the number 9877 in yellow colour and medium size,9877,4,yellow,medium,2
1285,a large 8344 in grey colour,8344,4,grey,large,4
1286,a large red number 8,8,1,red,large,5
1287,a large 752 in green colour,752,3,green,large,4
1288,a blue number 647 of large size,647,3,blue,large,3
1289,a large orange 788,788,3,orange,large,1
1290,a yellow number 1256 of large size,1256,4,yellow,large,3
1291,a pink number 96 of large size,96,2,pink,large,3
1292,a medium orange number 279,279,3,orange,medium,5
1293,a green number 3 of small size,3,1,green,small,3
1294,a large 851 in yellow colour,851,3,yellow,large,4
1295,a medium pink number 977,977,3,pink,medium,5
1296,a brown number 682 of small size,682,3,brown,small,3
1297,a small 961 in purple colour,961,3,purple,small,4
1298,a blue number 167 of medium size,167,3,blue,medium,3
1299,a pink number 134 of large size,134,3,pink,large,3
1300,a medium green number 555,555,3,green,medium,5
1301,a medium 272 in pink colour,272,3,pink,medium,4
1302,the number 1 in green colour and medium size,1,1,green,medium,2
1303,a small green 78,78,2,green,small,1
1304,a brown number 956 of large size,956,3,brown,large,3
1305,the number 9 in brown colour and medium size,9,1,brown,medium,2
1306,a medium orange number 1,1,1,orange,medium,5
1307,a pink number 609 of medium size,609,3,pink,medium,3
1308,a medium pink 6938,6938,4,pink,medium,1
1309,a large 96 in blue colour,96,2,blue,large,4
1310,a grey number 5 of small size,5,1,grey,small,3
1311,a medium red 95,95,2,red,medium,1
1312,a medium green 716,716,3,green,medium,1
1313,a medium red number 1732,1732,4,red,medium,5
1314,a small pink number 6767,6767,4,pink,small,5
1315,a small green number 9,9,1,green,small,5
1316,a medium 987 in pink colour,987,3,pink,medium,4
1317,a large pink 592,592,3,pink,large,1
1318,a small pink 99,99,2,pink,small,1
1319,a blue number 3620 of small size,3620,4,blue,small,3
1320,a medium purple number 3173,3173,4,purple,medium,5
1321,the number 1 in yellow colour and small size,1,1,yellow,small,2
1322,the number 34 in purple colour and small size,34,2,purple,small,2
1323,an orange number 9339 of medium size,9339,4,orange,medium,3
1324,a green number 8 of large size,8,1,green,large,3
1325,a large pink number 1,1,1,pink,large,5
1326,a small purple 7209,7209,4,purple,small,1
1327,a purple number 77 of small size,77,2,purple,small,3
1328,a green number 8 of medium size,8,1,green,medium,3
1329,a large purple number 7548,7548,4,purple,large,5
1330,a large yellow 565,565,3,yellow,large,1
1331,a pink number 2142 of medium size,2142,4,pink,medium,3
1332,a small green number 7727,7727,4,green,small,5
1333,an orange number 7957 of medium size,7957,4,orange,medium,3
1334,the number 17 in pink colour and large size,17,2,pink,large,2
1335,a large 9 in grey colour,9,1,grey,large,4
1336,the number 448 in grey colour and large size,448,3,grey,large,2
1337,a pink number 4694 of large size,4694,4,pink,large,3
1338,the number 7 in red colour and medium size,7,1,red,medium,2
1339,a medium red 2,2,1,red,medium,1
1340,a large 5506 in orange colour,5506,4,orange,large,4
1341,a brown number 5616 of large size,5616,4,brown,large,3
1342,a medium 36 in brown colour,36,2,brown,medium,4
1343,a medium blue 331,331,3,blue,medium,1
1344,a small pink 713,713,3,pink,small,1
1345,the number 53 in grey colour and small size,53,2,grey,small,2
1346,the number 14 in purple colour and medium size,14,2,purple,medium,2
1347,a large brown number 445,445,3,brown,large,5
1348,a large orange number 6,6,1,orange,large,5
1349,the number 8 in blue colour and small size,8,1,blue,small,2
1350,a medium red 710,710,3,red,medium,1
1351,a small 1603 in grey colour,1603,4,grey,small,4
1352,the number 600 in red colour and small size,600,3,red,small,2
1353,a medium yellow 907,907,3,yellow,medium,1
1354,a small green 6463,6463,4,green,small,1
1355,a large 875 in orange colour,875,3,orange,large,4
1356,a large 6926 in pink colour,6926,4,pink,large,4
1357,a large blue number 37,37,2,blue,large,5
1358,a medium 41 in brown colour,41,2,brown,medium,4
1359,a large green 8196,8196,4,green,large,1
1360,a blue number 18 of small size,18,2,blue,small,3
1361,a large green number 4619,4619,4,green,large,5
1362,the number 657 in pink colour and large size,657,3,pink,large,2
1363,a large brown 6,6,1,brown,large,1
1364,a large 65 in brown colour,65,2,brown,large,4
1365,an orange number 501 of medium size,501,3,orange,medium,3
1366,a large yellow 1,1,1,yellow,large,1
1367,a small yellow number 7012,7012,4,yellow,small,5
1368,a yellow number 85 of medium size,85,2,yellow,medium,3
1369,a large blue number 1,1,1,blue,large,5
1370,a medium 86 in yellow colour,86,2,yellow,medium,4
1371,the number 4868 in pink colour and large size,4868,4,pink,large,2
1372,the number 2 in orange colour and medium size,2,1,orange,medium,2
1373,a small green 8210,8210,4,green,small,1
1374,a large purple number 239,239,3,purple,large,5
1375,a blue number 1 of small size,1,1,blue,small,3
1376,a large 5670 in orange colour,5670,4,orange,large,4
1377,a purple number 4 of large size,4,1,purple,large,3
1378,a small 9363 in purple colour,9363,4,purple,small,4
1379,a medium 49 in green colour,49,2,green,medium,4
1380,the number 9 in yellow colour and large size,9,1,yellow,large,2
1381,the number 7577 in brown colour and small size,7577,4,brown,small,2
1382,a blue number 160 of large size,160,3,blue,large,3
1383,a red number 874 of small size,874,3,red,small,3
1384,an orange number 391 of medium size,391,3,orange,medium,3
1385,a small orange number 5,5,1,orange,small,5
1386,the number 27 in purple colour and medium size,27,2,purple,medium,2
1387,a small 171 in orange colour,171,3,orange,small,4
1388,a purple number 3 of medium size,3,1,purple,medium,3
1389,the number 277 in yellow colour and medium size,277,3,yellow,medium,2
1390,a small yellow 7123,7123,4,yellow,small,1
1391,a small 19 in blue colour,19,2,blue,small,4
1392,a small orange number 3,3,1,orange,small,5
1393,a small blue number 4439,4439,4,blue,small,5
1394,a small 3 in purple colour,3,1,purple,small,4
1395,a medium purple 9032,9032,4,purple,medium,1
1396,a purple number 8394 of large size,8394,4,purple,large,3
1397,a red number 81 of medium size,81,2,red,medium,3
1398,a medium purple number 2,2,1,purple,medium,5
1399,a large 2 in yellow colour,2,1,yellow,large,4
1400,a medium 494 in grey colour,494,3,grey,medium,4
1401,a pink number 99 of large size,99,2,pink,large,3
1402,a pink number 9468 of medium size,9468,4,pink,medium,3
1403,a small brown number 7454,7454,4,brown,small,5
1404,a grey number 6800 of small size,6800,4,grey,small,3
1405,a small pink 2,2,1,pink,small,1
1406,a large 799 in brown colour,799,3,brown,large,4
1407,a small yellow 7,7,1,yellow,small,1
1408,a large 846 in red colour,846,3,red,large,4
1409,the number 318 in purple colour and medium size,318,3,purple,medium,2
1410,the number 2652 in red colour and small size,2652,4,red,small,2
1411,a small 61 in yellow colour,61,2,yellow,small,4
1412,a large grey 4,4,1,grey,large,1
1413,a yellow number 4389 of small size,4389,4,yellow,small,3
1414,a large orange number 94,94,2,orange,large,5
1415,the number 705 in grey colour and small size,705,3,grey,small,2
1416,a brown number 839 of medium size,839,3,brown,medium,3
1417,a medium grey number 4768,4768,4,grey,medium,5
1418,a small grey 50,50,2,grey,small,1
1419,the number 8 in orange colour and small size,8,1,orange,small,2
1420,the number 1234 in pink colour and small size,1234,4,pink,small,2
1421,a pink number 360 of small size,360,3,pink,small,3
1422,a medium brown 3615,3615,4,brown,medium,1
1423,the number 3 in grey colour and medium size,3,1,grey,medium,2
1424,a medium 1239 in orange colour,1239,4,orange,medium,4
1425,a small 19 in yellow colour,19,2,yellow,small,4
1426,a small blue number 2,2,1,blue,small,5
1427,the number 254 in brown colour and small size,254,3,brown,small,2
1428,the number 74 in brown colour and medium size,74,2,brown,medium,2
1429,the number 23 in brown colour and small size,23,2,brown,small,2
1430,a medium yellow 2291,2291,4,yellow,medium,1
1431,a brown number 6468 of large size,6468,4,brown,large,3
1432,a medium yellow number 365,365,3,yellow,medium,5
1433,a small grey number 5,5,1,grey,small,5
1434,a small purple number 173,173,3,purple,small,5
1435,an orange number 73 of medium size,73,2,orange,medium,3
1436,the number 742 in purple colour and medium size,742,3,purple,medium,2
1437,a pink number 9383 of medium size,9383,4,pink,medium,3
1438,a medium green 804,804,3,green,medium,1
1439,a large pink number 6736,6736,4,pink,large,5
1440,a small yellow number 3,3,1,yellow,small,5
1441,a large brown number 4,4,1,brown,large,5
1442,a small 1027 in red colour,1027,4,red,small,4
1443,a medium yellow 7,7,1,yellow,medium,1
1444,the number 18 in yellow colour and large size,18,2,yellow,large,2
1445,the number 1 in green colour and large size,1,1,green,large,2
1446,a large green number 8,8,1,green,large,5
1447,the number 76 in brown colour and medium size,76,2,brown,medium,2
1448,a green number 6281 of large size,6281,4,green,large,3
1449,a medium 283 in pink colour,283,3,pink,medium,4
1450,a large brown number 28,28,2,brown,large,5
1451,a blue number 7 of small size,7,1,blue,small,3
1452,a large yellow 83,83,2,yellow,large,1
1453,a small 194 in grey colour,194,3,grey,small,4
1454,the number 4462 in orange colour and medium size,4462,4,orange,medium,2
1455,a medium 2857 in brown colour,2857,4,brown,medium,4
1456,the number 4 in yellow colour and small size,4,1,yellow,small,2
1457,the number 16 in green colour and medium size,16,2,green,medium,2
1458,a large orange number 4,4,1,orange,large,5
1459,the number 3609 in grey colour and large size,3609,4,grey,large,2
1460,a medium 262 in orange colour,262,3,orange,medium,4
1461,a small green 30,30,2,green,small,1
1462,the number 617 in yellow colour and large size,617,3,yellow,large,2
1463,the number 450 in yellow colour and large size,450,3,yellow,large,2
1464,a large 3 in grey colour,3,1,grey,large,4
1465,a medium 58 in red colour,58,2,red,medium,4
1466,a medium grey number 869,869,3,grey,medium,5
1467,a small blue number 7,7,1,blue,small,5
1468,a grey number 18 of large size,18,2,grey,large,3
1469,a large purple 99,99,2,purple,large,1
1470,a large orange 1920,1920,4,orange,large,1
1471,a large pink 76,76,2,pink,large,1
1472,a large purple number 3,3,1,purple,large,5
