sentence_id,sentence,obj1_shape,obj1_colour,obj1_size,relation,obj2_shape,obj2_colour,obj2_size,template_id
889,a large hexagon is to the left of a medium hexagon,hexagon,grey,large,to the left of,hexagon,green,medium,5
890,one large blue oval is above one large grey oval,oval,blue,large,above,oval,grey,large,3
891,a yellow hexagon is above a purple hexagon,hexagon,yellow,small,above,hexagon,purple,medium,4
892,a yellow circle is above a green hexagon,circle,yellow,medium,above,hexagon,green,medium,4
893,one small red rectangle is inside one medium yellow square,rectangle,red,small,inside,square,yellow,medium,3
894,one large pink circle is next to one large blue diamond,circle,pink,large,next to,diamond,blue,large,3
895,a small rectangle is next to a small hexagon,rectangle,red,small,next to,hexagon,pink,small,5
896,a purple triangle is next to a pink hexagon,triangle,purple,small,next to,hexagon,pink,small,4
897,there is a large pink square next to a small pink triangle,square,pink,large,next to,triangle,pink,small,2
898,an orange oval is below a purple diamond,oval,orange,large,below,diamond,purple,small,4
899,a small hexagon is to the right of a large circle,hexagon,blue,small,to the right of,circle,grey,large,5
900,a small blue hexagon is below a small brown pentagon,hexagon,blue,small,below,pentagon,brown,small,1
901,one medium red hexagon is above one small yellow square,hexagon,red,medium,above,square,yellow,small,3
902,a medium hexagon is to the left of a medium square,hexagon,purple,medium,to the left of,square,blue,medium,5
903,there is a small grey pentagon above a small brown circle,pentagon,grey,small,above,circle,brown,small,2
904,a medium yellow hexagon is above a large yellow diamond,hexagon,yellow,medium,above,diamond,yellow,large,1
905,one medium orange circle is next to one medium green circle,circle,orange,medium,next to,circle,green,medium,3
906,a medium oval is to the right of a medium rectangle,oval,green,medium,to the right of,rectangle,blue,medium,5
907,a purple square is next to a brown oval,square,purple,medium,next to,oval,brown,large,4
908,a medium pink pentagon is inside a large red diamond,pentagon,pink,medium,inside,diamond,red,large,1
909,there is a large grey pentagon next to a small pink rectangle,pentagon,grey,large,next to,rectangle,pink,small,2
910,a blue rectangle is below a blue rectangle,rectangle,blue,large,below,rectangle,blue,medium,4
911,a medium pink hexagon is positioned inside a large orange triangle,hexagon,pink,medium,inside,triangle,orange,large,6
912,a pink oval is inside a blue rectangle,oval,pink,small,inside,rectangle,blue,large,4
913,an orange circle is next to a purple triangle,circle,orange,small,next to,triangle,purple,large,4
914,one large yellow diamond is above one medium green oval,diamond,yellow,large,above,oval,green,medium,3
915,a small green diamond is inside a medium grey diamond,diamond,green,small,inside,diamond,grey,medium,1
916,one large yellow diamond is below one large yellow diamond,diamond,yellow,large,below,diamond,yellow,large,3
917,a medium yellow diamond is below a small blue square,diamond,yellow,medium,below,square,blue,small,1
918,a large grey hexagon is below a large red rectangle,hexagon,grey,large,below,rectangle,red,large,1
919,a large brown diamond is positioned to the left of a medium purple rectangle,diamond,brown,large,to the left of,rectangle,purple,medium,6
920,one medium brown triangle is below one medium red square,triangle,brown,medium,below,square,red,medium,3
921,there is a large brown rectangle above a medium red triangle,rectangle,brown,large,above,triangle,red,medium,2
922,one medium brown pentagon is to the right of one small pink rectangle,pentagon,brown,medium,to the right of,rectangle,pink,small,3
923,a medium purple diamond is positioned inside a large pink square,diamond,purple,medium,inside,square,pink,large,6
924,a small pink square is positioned next to a small brown rectangle,square,pink,small,next to,rectangle,brown,small,6
925,a medium red square is positioned to the right of a medium grey oval,square,red,medium,to the right of,oval,grey,medium,6
926,one large purple triangle is below one small orange diamond,triangle,purple,large,below,diamond,orange,small,3
927,a large red pentagon is positioned next to a medium orange hexagon,pentagon,red,large,next to,hexagon,orange,medium,6
928,a small circle is next to a medium square,circle,red,small,next to,square,orange,medium,5
929,a medium grey rectangle is positioned next to a small yellow oval,rectangle,grey,medium,next to,oval,yellow,small,6
930,one small grey pentagon is above one small pink rectangle,pentagon,grey,small,above,rectangle,pink,small,3
931,a medium purple square is above a medium blue triangle,square,purple,medium,above,triangle,blue,medium,1
932,a brown pentagon is to the left of a brown oval,pentagon,brown,large,to the left of,oval,brown,large,4
933,a medium grey diamond is positioned above a large orange oval,diamond,grey,medium,above,oval,orange,large,6
934,a red triangle is inside a yellow hexagon,triangle,red,small,inside,hexagon,yellow,medium,4
935,there is a medium yellow square inside a large green oval,square,yellow,medium,inside,oval,green,large,2
936,a small circle is inside a large hexagon,circle,pink,small,inside,hexagon,orange,large,5
937,one large red circle is to the right of one medium pink circle,circle,red,large,to the right of,circle,pink,medium,3
938,one medium yellow hexagon is inside one large brown rectangle,hexagon,yellow,medium,inside,rectangle,brown,large,3
939,a small square is below a large pentagon,square,grey,small,below,pentagon,yellow,large,5
940,a medium grey rectangle is to the left of a small yellow triangle,rectangle,grey,medium,to the left of,triangle,yellow,small,1
941,a large grey triangle is below a small grey triangle,triangle,grey,large,below,triangle,grey,small,1
942,one small purple hexagon is inside one large pink diamond,hexagon,purple,small,inside,diamond,pink,large,3
943,a medium yellow hexagon is positioned to the right of a medium grey square,hexagon,yellow,medium,to the right of,square,grey,medium,6
944,a small rectangle is to the left of a medium circle,rectangle,purple,small,to the left of,circle,blue,medium,5
945,one large pink triangle is next to one medium purple rectangle,triangle,pink,large,next to,rectangle,purple,medium,3
946,a small grey diamond is positioned to the left of a large yellow circle,diamond,grey,small,to the left of,circle,yellow,large,6
947,a small green square is inside a large orange pentagon,square,green,small,inside,pentagon,orange,large,1
948,there is a medium blue circle inside a large orange rectangle,circle,blue,medium,inside,rectangle,orange,large,2
949,a medium blue square is below a small yellow diamond,square,blue,medium,below,diamond,yellow,small,1
950,a purple rectangle is below a yellow circle,rectangle,purple,small,below,circle,yellow,small,4
951,a small grey circle is positioned to the right of a small red square,circle,grey,small,to the right of,square,red,small,6
952,a large blue square is positioned below a medium red triangle,square,blue,large,below,triangle,red,medium,6
953,a brown square is to the right of a grey diamond,square,brown,large,to the right of,diamond,grey,large,4
954,a small yellow hexagon is above a small yellow circle,hexagon,yellow,small,above,circle,yellow,small,1
955,a green triangle is below a purple diamond,triangle,green,small,below,diamond,purple,small,4
956,one medium purple hexagon is next to one large orange square,hexagon,purple,medium,next to,square,orange,large,3
957,a small green hexagon is positioned next to a large green rectangle,hexagon,green,small,next to,rectangle,green,large,6
958,a small green triangle is inside a large yellow circle,triangle,green,small,inside,circle,yellow,large,1
959,a pink rectangle is above a yellow diamond,rectangle,pink,large,above,diamond,yellow,medium,4
960,one medium green pentagon is inside one large grey triangle,pentagon,green,medium,inside,triangle,grey,large,3
961,one large green oval is to the left of one large green rectangle,oval,green,large,to the left of,rectangle,green,large,3
962,there is a medium purple pentagon above a medium green triangle,pentagon,purple,medium,above,triangle,green,medium,2
963,a small circle is inside a medium rectangle,circle,brown,small,inside,rectangle,yellow,medium,5
964,a medium rectangle is below a small triangle,rectangle,purple,medium,below,triangle,purple,small,5
965,there is a large orange oval below a small red hexagon,oval,orange,large,below,hexagon,red,small,2
966,there is a small purple hexagon above a medium brown diamond,hexagon,purple,small,above,diamond,brown,medium,2
967,one medium purple circle is inside one large red triangle,circle,purple,medium,inside,triangle,red,large,3
968,there is a small purple square inside a large pink pentagon,square,purple,small,inside,pentagon,pink,large,2
969,a small brown rectangle is inside a large blue square,rectangle,brown,small,inside,square,blue,large,1
970,there is a large green circle below a large purple circle,circle,green,large,below,circle,purple,large,2
971,one medium pink square is to the right of one large yellow pentagon,square,pink,medium,to the right of,pentagon,yellow,large,3
972,a medium pink oval is positioned below a large brown circle,oval,pink,medium,below,circle,brown,large,6
973,a medium diamond is inside a large pentagon,diamond,grey,medium,inside,pentagon,green,large,5
974,a red diamond is next to a blue pentagon,diamond,red,large,next to,pentagon,blue,large,4
975,a large red circle is positioned to the left of a large red diamond,circle,red,large,to the left of,diamond,red,large,6
976,there is a large orange oval next to a large grey triangle,oval,orange,large,next to,triangle,grey,large,2
977,a small pentagon is to the left of a large pentagon,pentagon,red,small,to the left of,pentagon,green,large,5
978,a green square is next to a pink pentagon,square,green,small,next to,pentagon,pink,small,4
979,a small pentagon is inside a medium pentagon,pentagon,grey,small,inside,pentagon,brown,medium,5
980,there is a medium yellow rectangle to the left of a small pink rectangle,rectangle,yellow,medium,to the left of,rectangle,pink,small,2
981,a small grey diamond is above a small grey square,diamond,grey,small,above,square,grey,small,1
982,a medium rectangle is to the left of a small rectangle,rectangle,purple,medium,to the left of,rectangle,grey,small,5
983,one small green oval is to the right of one large brown square,oval,green,small,to the right of,square,brown,large,3
984,a medium red circle is positioned to the right of a medium green rectangle,circle,red,medium,to the right of,rectangle,green,medium,6
985,an orange oval is below a grey rectangle,oval,orange,large,below,rectangle,grey,medium,4
986,there is a medium orange square above a medium yellow square,square,orange,medium,above,square,yellow,medium,2
987,a medium rectangle is next to a medium rectangle,rectangle,grey,medium,next to,rectangle,blue,medium,5
988,a large purple oval is positioned above a large brown triangle,oval,purple,large,above,triangle,brown,large,6
989,a medium yellow diamond is above a small red circle,diamond,yellow,medium,above,circle,red,small,1
990,one medium pink oval is above one medium orange oval,oval,pink,medium,above,oval,orange,medium,3
991,one small purple triangle is below one large orange pentagon,triangle,purple,small,below,pentagon,orange,large,3
992,a large square is above a medium oval,square,brown,large,above,oval,yellow,medium,5
993,a large orange oval is positioned above a large pink pentagon,oval,orange,large,above,pentagon,pink,large,6
994,one medium green circle is inside one large purple pentagon,circle,green,medium,inside,pentagon,purple,large,3
995,a medium red circle is above a large purple circle,circle,red,medium,above,circle,purple,large,1
996,a medium red triangle is positioned inside a large green rectangle,triangle,red,medium,inside,rectangle,green,large,6
997,a medium brown circle is positioned above a small pink triangle,circle,brown,medium,above,triangle,pink,small,6
998,a grey triangle is above a yellow oval,triangle,grey,small,above,oval,yellow,large,4
999,one small orange square is to the right of one medium orange circle,square,orange,small,to the right of,circle,orange,medium,3
1000,an orange square is to the right of a grey diamond,square,orange,medium,to the right of,diamond,grey,large,4
1001,one large brown triangle is to the right of one small purple hexagon,triangle,brown,large,to the right of,hexagon,purple,small,3
1002,a medium green pentagon is above a large yellow pentagon,pentagon,green,medium,above,pentagon,yellow,large,1
1003,one small red square is next to one large grey pentagon,square,red,small,next to,pentagon,grey,large,3
1004,a medium diamond is inside a large square,diamond,orange,medium,inside,square,purple,large,5
1005,a medium pentagon is below a small oval,pentagon,green,medium,below,oval,brown,small,5
1006,a small brown circle is positioned inside a medium purple oval,circle,brown,small,inside,oval,purple,medium,6
1007,a green pentagon is to the left of an orange circle,pentagon,green,small,to the left of,circle,orange,medium,4
1008,there is a small green oval to the left of a medium yellow rectangle,oval,green,small,to the left of,rectangle,yellow,medium,2
1009,a small brown circle is to the left of a large yellow pentagon,circle,brown,small,to the left of,pentagon,yellow,large,1
1010,one large purple pentagon is above one large pink oval,pentagon,purple,large,above,oval,pink,large,3
1011,a large pink circle is positioned to the right of a medium grey diamond,circle,pink,large,to the right of,diamond,grey,medium,6
1012,a small hexagon is to the right of a large hexagon,hexagon,grey,small,to the right of,hexagon,brown,large,5
1013,there is a medium blue hexagon to the right of a medium brown circle,hexagon,blue,medium,to the right of,circle,brown,medium,2
1014,a medium green hexagon is positioned below a medium brown oval,hexagon,green,medium,below,oval,brown,medium,6
1015,a large red square is positioned to the left of a medium grey oval,square,red,large,to the left of,oval,grey,medium,6
1016,a red oval is above a yellow oval,oval,red,medium,above,oval,yellow,medium,4
1017,there is a medium grey square next to a medium brown rectangle,square,grey,medium,next to,rectangle,brown,medium,2
1018,there is a large green triangle above a large grey circle,triangle,green,large,above,circle,grey,large,2
1019,a medium blue hexagon is to the right of a medium brown pentagon,hexagon,blue,medium,to the right of,pentagon,brown,medium,1
1020,there is a medium brown triangle next to a medium pink hexagon,triangle,brown,medium,next to,hexagon,pink,medium,2
1021,a purple triangle is below a blue diamond,triangle,purple,small,below,diamond,blue,large,4
1022,a red pentagon is below a brown pentagon,pentagon,red,large,below,pentagon,brown,small,4
1023,a medium square is to the left of a small pentagon,square,brown,medium,to the left of,pentagon,blue,small,5
1024,a green rectangle is below a grey pentagon,rectangle,green,small,below,pentagon,grey,small,4
1025,there is a medium red rectangle inside a large yellow pentagon,rectangle,red,medium,inside,pentagon,yellow,large,2
1026,a medium rectangle is next to a small diamond,rectangle,purple,medium,next to,diamond,green,small,5
1027,a small orange circle is below a large purple oval,circle,orange,small,below,oval,purple,large,1
1028,there is a large red rectangle to the left of a medium brown oval,rectangle,red,large,to the left of,oval,brown,medium,2
1029,a large pentagon is to the right of a large oval,pentagon,grey,large,to the right of,oval,yellow,large,5
1030,a medium pink rectangle is positioned above a large blue pentagon,rectangle,pink,medium,above,pentagon,blue,large,6
1031,an orange oval is next to a brown hexagon,oval,orange,medium,next to,hexagon,brown,large,4
1032,a large rectangle is above a small triangle,rectangle,blue,large,above,triangle,yellow,small,5
1033,one small red square is to the left of one medium green triangle,square,red,small,to the left of,triangle,green,medium,3
1034,one small pink oval is inside one medium green triangle,oval,pink,small,inside,triangle,green,medium,3
1035,a red triangle is to the right of an orange triangle,triangle,red,medium,to the right of,triangle,orange,small,4
1036,there is a medium brown hexagon above a large purple diamond,hexagon,brown,medium,above,diamond,purple,large,2
1037,a red square is inside a purple oval,square,red,medium,inside,oval,purple,large,4
1038,a pink oval is to the left of a red circle,oval,pink,medium,to the left of,circle,red,large,4
1039,an orange square is next to a grey triangle,square,orange,small,next to,triangle,grey,large,4
1040,a small oval is to the left of a medium rectangle,oval,red,small,to the left of,rectangle,blue,medium,5
1041,one medium pink diamond is inside one large blue triangle,diamond,pink,medium,inside,triangle,blue,large,3
1042,one medium green rectangle is above one medium brown rectangle,rectangle,green,medium,above,rectangle,brown,medium,3
1043,a small brown hexagon is positioned to the left of a medium red pentagon,hexagon,brown,small,to the left of,pentagon,red,medium,6
1044,a green rectangle is to the right of a red rectangle,rectangle,green,medium,to the right of,rectangle,red,large,4
1045,a brown circle is inside an orange diamond,circle,brown,medium,inside,diamond,orange,large,4
1046,there is a small purple square above a large orange triangle,square,purple,small,above,triangle,orange,large,2
1047,a medium pink triangle is positioned below a large orange pentagon,triangle,pink,medium,below,pentagon,orange,large,6
1048,a medium square is inside a large pentagon,square,brown,medium,inside,pentagon,purple,large,5
1049,a blue oval is inside a yellow rectangle,oval,blue,medium,inside,rectangle,yellow,large,4
1050,a green rectangle is inside a brown square,rectangle,green,small,inside,square,brown,large,4
1051,a pink oval is to the right of a purple triangle,oval,pink,large,to the right of,triangle,purple,large,4
1052,a large brown pentagon is positioned to the right of a medium orange oval,pentagon,brown,large,to the right of,oval,orange,medium,6
1053,a large diamond is next to a large oval,diamond,pink,large,next to,oval,purple,large,5
1054,a medium brown triangle is positioned to the right of a large pink hexagon,triangle,brown,medium,to the right of,hexagon,pink,large,6
1055,a medium brown oval is to the right of a medium green circle,oval,brown,medium,to the right of,circle,green,medium,1
1056,there is a small purple square above a medium blue rectangle,square,purple,small,above,rectangle,blue,medium,2
1057,a small circle is below a large triangle,circle,purple,small,below,triangle,brown,large,5
1058,a medium blue square is inside a large purple pentagon,square,blue,medium,inside,pentagon,purple,large,1
1059,a purple pentagon is to the left of a purple pentagon,pentagon,purple,small,to the left of,pentagon,purple,medium,4
1060,a small blue rectangle is to the right of a medium orange square,rectangle,blue,small,to the right of,square,orange,medium,1
1061,one small red pentagon is above one medium orange hexagon,pentagon,red,small,above,hexagon,orange,medium,3
1062,a red circle is inside a red hexagon,circle,red,small,inside,hexagon,red,medium,4
1063,a large circle is to the left of a small hexagon,circle,green,large,to the left of,hexagon,orange,small,5
1064,a medium hexagon is next to a small oval,hexagon,blue,medium,next to,oval,brown,small,5
1065,a purple rectangle is to the right of a green pentagon,rectangle,purple,medium,to the right of,pentagon,green,small,4
1066,a medium hexagon is next to a medium oval,hexagon,purple,medium,next to,oval,grey,medium,5
1067,a small brown square is positioned to the left of a large blue rectangle,square,brown,small,to the left of,rectangle,blue,large,6
1068,there is a small grey triangle to the right of a medium orange circle,triangle,grey,small,to the right of,circle,orange,medium,2
1069,a large blue oval is positioned below a large grey circle,oval,blue,large,below,circle,grey,large,6
1070,there is a large grey hexagon below a small grey diamond,hexagon,grey,large,below,diamond,grey,small,2
1071,a medium pink diamond is above a small grey square,diamond,pink,medium,above,square,grey,small,1
1072,a small brown triangle is positioned below a medium grey oval,triangle,brown,small,below,oval,grey,medium,6
1073,a small orange square is positioned to the left of a large orange hexagon,square,orange,small,to the left of,hexagon,orange,large,6
1074,there is a medium grey pentagon inside a large green triangle,pentagon,grey,medium,inside,triangle,green,large,2
1075,there is a large grey circle next to a large pink rectangle,circle,grey,large,next to,rectangle,pink,large,2
1076,a medium orange pentagon is below a large blue circle,pentagon,orange,medium,below,circle,blue,large,1
1077,one medium red square is below one small brown triangle,square,red,medium,below,triangle,brown,small,3
1078,a small yellow triangle is above a medium grey diamond,triangle,yellow,small,above,diamond,grey,medium,1
1079,a medium square is next to a large triangle,square,yellow,medium,next to,triangle,orange,large,5
1080,there is a large blue circle to the right of a small yellow triangle,circle,blue,large,to the right of,triangle,yellow,small,2
1081,a large brown circle is below a large orange oval,circle,brown,large,below,oval,orange,large,1
1082,a small pentagon is inside a large diamond,pentagon,brown,small,inside,diamond,yellow,large,5
1083,a small pink square is positioned inside a large red triangle,square,pink,small,inside,triangle,red,large,6
1084,a medium pink rectangle is positioned to the right of a large brown rectangle,rectangle,pink,medium,to the right of,rectangle,brown,large,6
1085,there is a medium yellow square inside a large grey circle,square,yellow,medium,inside,circle,grey,large,2
1086,a small brown hexagon is positioned below a large grey diamond,hexagon,brown,small,below,diamond,grey,large,6
1087,there is a medium yellow diamond below a large yellow rectangle,diamond,yellow,medium,below,rectangle,yellow,large,2
1088,a medium hexagon is above a small diamond,hexagon,purple,medium,above,diamond,grey,small,5
1089,there is a large red triangle below a large blue oval,triangle,red,large,below,oval,blue,large,2
1090,a small red oval is above a large purple diamond,oval,red,small,above,diamond,purple,large,1
1091,a large orange oval is positioned to the right of a large orange diamond,oval,orange,large,to the right of,diamond,orange,large,6
1092,a small green triangle is positioned above a large red square,triangle,green,small,above,square,red,large,6
1093,a medium yellow hexagon is positioned inside a large yellow pentagon,hexagon,yellow,medium,inside,pentagon,yellow,large,6
1094,there is a small brown hexagon next to a medium purple square,hexagon,brown,small,next to,square,purple,medium,2
1095,a large green oval is positioned below a medium grey rectangle,oval,green,large,below,rectangle,grey,medium,6
1096,one large pink diamond is below one medium grey hexagon,diamond,pink,large,below,hexagon,grey,medium,3
1097,a large pink hexagon is positioned to the right of a medium brown square,hexagon,pink,large,to the right of,square,brown,medium,6
1098,a purple triangle is below a pink pentagon,triangle,purple,small,below,pentagon,pink,small,4
1099,a purple oval is to the left of a pink triangle,oval,purple,large,to the left of,triangle,pink,large,4
1100,a large green oval is to the left of a large brown rectangle,oval,green,large,to the left of,rectangle,brown,large,1
1101,a brown diamond is to the left of a green triangle,diamond,brown,small,to the left of,triangle,green,medium,4
1102,a small circle is next to a medium triangle,circle,green,small,next to,triangle,brown,medium,5
1103,a blue hexagon is next to an orange hexagon,hexagon,blue,large,next to,hexagon,orange,large,4
1104,a large purple hexagon is above a large pink square,hexagon,purple,large,above,square,pink,large,1
1105,a small green triangle is inside a large red hexagon,triangle,green,small,inside,hexagon,red,large,1
1106,a medium purple diamond is next to a medium yellow diamond,diamond,purple,medium,next to,diamond,yellow,medium,1
1107,a large circle is above a large pentagon,circle,yellow,large,above,pentagon,green,large,5
1108,one small brown pentagon is to the left of one small brown square,pentagon,brown,small,to the left of,square,brown,small,3
1109,a large yellow pentagon is to the left of a medium blue rectangle,pentagon,yellow,large,to the left of,rectangle,blue,medium,1
1110,there is a large purple rectangle next to a medium pink rectangle,rectangle,purple,large,next to,rectangle,pink,medium,2
1111,a small pentagon is to the right of a medium oval,pentagon,grey,small,to the right of,oval,yellow,medium,5
1112,a small orange triangle is positioned above a small yellow oval,triangle,orange,small,above,oval,yellow,small,6
1113,a small grey oval is positioned above a medium red square,oval,grey,small,above,square,red,medium,6
1114,a small green oval is to the right of a medium grey rectangle,oval,green,small,to the right of,rectangle,grey,medium,1
1115,one medium green pentagon is to the left of one large pink square,pentagon,green,medium,to the left of,square,pink,large,3
1116,there is a small red oval to the left of a medium grey diamond,oval,red,small,to the left of,diamond,grey,medium,2
1117,a medium square is inside a large triangle,square,green,medium,inside,triangle,yellow,large,5
1118,a medium brown triangle is positioned to the right of a large yellow rectangle,triangle,brown,medium,to the right of,rectangle,yellow,large,6
1119,one large pink diamond is above one medium blue oval,diamond,pink,large,above,oval,blue,medium,3
1120,a medium green triangle is positioned to the left of a medium grey circle,triangle,green,medium,to the left of,circle,grey,medium,6
1121,one medium green oval is to the right of one small grey square,oval,green,medium,to the right of,square,grey,small,3
1122,a large triangle is next to a large rectangle,triangle,pink,large,next to,rectangle,brown,large,5
1123,a small square is to the right of a large triangle,square,pink,small,to the right of,triangle,blue,large,5
1124,a medium square is inside a large oval,square,pink,medium,inside,oval,brown,large,5
1125,a medium square is below a large circle,square,orange,medium,below,circle,pink,large,5
1126,an orange pentagon is to the right of a grey diamond,pentagon,orange,small,to the right of,diamond,grey,small,4
1127,a purple rectangle is below a red circle,rectangle,purple,large,below,circle,red,medium,4
1128,one small pink triangle is inside one medium brown hexagon,triangle,pink,small,inside,hexagon,brown,medium,3
1129,a small pink pentagon is positioned to the left of a medium pink square,pentagon,pink,small,to the left of,square,pink,medium,6
1130,there is a medium green hexagon inside a large green triangle,hexagon,green,medium,inside,triangle,green,large,2
1131,a medium brown oval is positioned inside a large blue oval,oval,brown,medium,inside,oval,blue,large,6
1132,there is a small orange diamond to the right of a large blue square,diamond,orange,small,to the right of,square,blue,large,2
1133,there is a small red oval next to a large red triangle,oval,red,small,next to,triangle,red,large,2
1134,a medium yellow diamond is above a medium blue circle,diamond,yellow,medium,above,circle,blue,medium,1
1135,a small pink hexagon is to the right of a medium brown circle,hexagon,pink,small,to the right of,circle,brown,medium,1
1136,one small pink diamond is to the left of one small yellow circle,diamond,pink,small,to the left of,circle,yellow,small,3
1137,a large red diamond is positioned to the right of a large grey diamond,diamond,red,large,to the right of,diamond,grey,large,6
1138,a medium square is inside a large circle,square,purple,medium,inside,circle,pink,large,5
1139,there is a medium green hexagon to the right of a large brown triangle,hexagon,green,medium,to the right of,triangle,brown,large,2
1140,a medium grey square is next to a medium grey pentagon,square,grey,medium,next to,pentagon,grey,medium,1
1141,a green pentagon is below a grey rectangle,pentagon,green,small,below,rectangle,grey,small,4
1142,a large brown triangle is to the left of a medium grey triangle,triangle,brown,large,to the left of,triangle,grey,medium,1
1143,there is a small orange oval above a medium green hexagon,oval,orange,small,above,hexagon,green,medium,2
1144,a blue oval is to the left of a pink hexagon,oval,blue,small,to the left of,hexagon,pink,medium,4
1145,a grey triangle is to the left of a pink triangle,triangle,grey,small,to the left of,triangle,pink,medium,4
1146,a small diamond is inside a medium pentagon,diamond,green,small,inside,pentagon,green,medium,5
1147,there is a medium red oval above a large red pentagon,oval,red,medium,above,pentagon,red,large,2
1148,a medium purple hexagon is positioned to the left of a medium red hexagon,hexagon,purple,medium,to the left of,hexagon,red,medium,6
1149,a large circle is below a large triangle,circle,blue,large,below,triangle,blue,large,5
1150,a green triangle is to the right of a yellow triangle,triangle,green,large,to the right of,triangle,yellow,medium,4
1151,a small purple square is to the left of a large pink pentagon,square,purple,small,to the left of,pentagon,pink,large,1
1152,there is a small orange hexagon above a small blue square,hexagon,orange,small,above,square,blue,small,2
1153,one medium grey triangle is below one large green square,triangle,grey,medium,below,square,green,large,3
1154,a small blue rectangle is below a medium blue pentagon,rectangle,blue,small,below,pentagon,blue,medium,1
1155,there is a small orange circle next to a small brown circle,circle,orange,small,next to,circle,brown,small,2
1156,a medium diamond is inside a large triangle,diamond,brown,medium,inside,triangle,blue,large,5
1157,a medium pentagon is to the right of a large rectangle,pentagon,red,medium,to the right of,rectangle,pink,large,5
1158,a medium purple rectangle is to the left of a medium yellow rectangle,rectangle,purple,medium,to the left of,rectangle,yellow,medium,1
1159,a medium green pentagon is positioned above a large orange pentagon,pentagon,green,medium,above,pentagon,orange,large,6
1160,a green pentagon is above a green rectangle,pentagon,green,large,above,rectangle,green,large,4
1161,a brown hexagon is next to a yellow hexagon,hexagon,brown,medium,next to,hexagon,yellow,small,4
1162,one large purple rectangle is to the left of one large orange rectangle,rectangle,purple,large,to the left of,rectangle,orange,large,3
1163,a large purple pentagon is to the left of a small yellow hexagon,pentagon,purple,large,to the left of,hexagon,yellow,small,1
1164,one small yellow pentagon is below one medium grey oval,pentagon,yellow,small,below,oval,grey,medium,3
1165,a medium green hexagon is positioned below a large brown rectangle,hexagon,green,medium,below,rectangle,brown,large,6
1166,one large green pentagon is next to one large red triangle,pentagon,green,large,next to,triangle,red,large,3
1167,a medium orange triangle is positioned inside a large brown diamond,triangle,orange,medium,inside,diamond,brown,large,6
1168,a yellow square is to the left of a grey diamond,square,yellow,small,to the left of,diamond,grey,small,4
1169,one small red diamond is to the right of one small pink rectangle,diamond,red,small,to the right of,rectangle,pink,small,3
1170,a large brown rectangle is next to a medium pink rectangle,rectangle,brown,large,next to,rectangle,pink,medium,1
1171,there is a large yellow rectangle to the right of a large red rectangle,rectangle,yellow,large,to the right of,rectangle,red,large,2
1172,a small blue oval is positioned inside a large pink rectangle,oval,blue,small,inside,rectangle,pink,large,6
1173,a small orange square is to the left of a medium grey pentagon,square,orange,small,to the left of,pentagon,grey,medium,1
1174,one medium blue rectangle is below one small yellow rectangle,rectangle,blue,medium,below,rectangle,yellow,small,3
1175,there is a medium pink circle above a small brown circle,circle,pink,medium,above,circle,brown,small,2
1176,a grey rectangle is below a red oval,rectangle,grey,medium,below,oval,red,small,4
1177,a small pentagon is inside a medium square,pentagon,pink,small,inside,square,pink,medium,5
1178,a medium brown oval is positioned inside a large orange triangle,oval,brown,medium,inside,triangle,orange,large,6
1179,a red hexagon is next to a pink diamond,hexagon,red,medium,next to,diamond,pink,large,4
1180,a medium yellow square is positioned to the right of a small green oval,square,yellow,medium,to the right of,oval,green,small,6
1181,a brown square is inside a yellow circle,square,brown,small,inside,circle,yellow,large,4
1182,one small orange circle is inside one medium green triangle,circle,orange,small,inside,triangle,green,medium,3
1183,a purple hexagon is inside a brown diamond,hexagon,purple,small,inside,diamond,brown,medium,4
1184,a small red oval is inside a large yellow hexagon,oval,red,small,inside,hexagon,yellow,large,1
1185,a large circle is to the right of a large pentagon,circle,brown,large,to the right of,pentagon,red,large,5
1186,an orange circle is to the right of a green square,circle,orange,small,to the right of,square,green,small,4
1187,a medium yellow triangle is positioned inside a large red diamond,triangle,yellow,medium,inside,diamond,red,large,6
1188,one small brown oval is to the left of one medium red triangle,oval,brown,small,to the left of,triangle,red,medium,3
1189,an orange square is above a pink triangle,square,orange,large,above,triangle,pink,medium,4
1190,a pink pentagon is below a pink diamond,pentagon,pink,small,below,diamond,pink,large,4
1191,a medium rectangle is to the right of a small square,rectangle,purple,medium,to the right of,square,purple,small,5
1192,there is a large orange rectangle below a medium red triangle,rectangle,orange,large,below,triangle,red,medium,2
1193,a large blue rectangle is next to a small grey pentagon,rectangle,blue,large,next to,pentagon,grey,small,1
1194,a medium red triangle is below a small brown circle,triangle,red,medium,below,circle,brown,small,1
1195,a medium blue triangle is below a large orange hexagon,triangle,blue,medium,below,hexagon,orange,large,1
1196,an orange pentagon is above a purple triangle,pentagon,orange,medium,above,triangle,purple,medium,4
1197,a large purple square is positioned above a small blue triangle,square,purple,large,above,triangle,blue,small,6
1198,a small grey hexagon is inside a large purple circle,hexagon,grey,small,inside,circle,purple,large,1
1199,one medium red oval is above one large green circle,oval,red,medium,above,circle,green,large,3
1200,a small oval is to the left of a large pentagon,oval,orange,small,to the left of,pentagon,red,large,5
1201,there is a small brown pentagon below a large purple triangle,pentagon,brown,small,below,triangle,purple,large,2
1202,a small triangle is to the right of a large square,triangle,purple,small,to the right of,square,brown,large,5
